Accident_Index,Accident_Severity,Day_of_Week,Time,Road_Type,Speed_limit,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Number_of_Vehicles,Number_of_Casualties,Urban_or_Rural_Area,Year,Month,Latitude,Longitude
ACC036673,3,6,09:52,Dual carriageway,30,Raining no high winds,Dry,Daylight,1,1,2,2011,2,51.68769,-0.074072
ACC043650,3,6,08:50,Single carriageway,30,Raining no high winds,Dry,Daylight,2,1,2,2011,11,51.604593,-1.473313
ACC003941,3,2,12:50,Roundabout,30,Fine no high winds,Dry,Darkness - lights lit,2,1,2,2012,6,51.756277,-2.420488
ACC031497,3,3,19:14,Slip road,30,Fine no high winds,Dry,Daylight,2,3,1,2006,7,54.197327,-0.337125
ACC026594,3,7,09:09,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,2,1,2,2015,6,53.753215,-0.096774
ACC023922,2,1,16:49,Single carriageway,30,Raining no high winds,Dry,Darkness - no lighting,1,1,1,2008,5,53.495096,-3.925101
ACC026403,3,1,20:58,Single carriageway,60,Fine no high winds,Dry,Daylight,2,1,1,2007,10,55.522537,-2.052017
ACC045943,3,2,11:28,Single carriageway,20,Fine no high winds,Wet or damp,Daylight,3,2,2,2013,12,50.874562,-1.130239
ACC048526,3,3,15:06,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - no lighting,5,1,2,2005,4,55.760501,-0.049453
ACC018316,3,6,20:11,Single carriageway,30,Raining + high winds,Dry,Daylight,5,1,2,2011,12,52.131913,-4.504238
ACC036894,2,3,14:35,Roundabout,50,Fine no high winds,Snow,Darkness - lights unlit,2,2,2,2014,10,50.192925,-4.598581
ACC026696,2,5,09:28,Roundabout,30,Raining no high winds,Dry,Darkness - lighting unknown,1,1,1,2015,10,50.096707,-3.769976
ACC042128,3,4,10:38,One way street,50,Fine no high winds,Wet or damp,Darkness - no lighting,2,1,2,2013,4,53.820206,1.741322
ACC014171,3,7,14:21,Roundabout,30,Fine no high winds,Dry,Darkness - no lighting,1,1,2,2011,8,50.532038,-2.33413
ACC003733,3,6,14:40,Roundabout,40,Raining no high winds,Dry,Daylight,2,1,1,2012,3,55.367029,-0.869795
ACC007882,3,5,14:52,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,1,2,2008,1,55.421837,-2.704673
ACC006017,2,6,18:30,Single carriageway,30,Raining + high winds,Wet or damp,Daylight,1,1,1,2011,3,55.711004,1.671271
ACC023030,2,1,11:15,Single carriageway,60,Fine no high winds,Dry,Daylight,3,2,2,2012,2,52.796732,-0.346697
ACC035474,3,7,14:53,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights unlit,4,3,2,2015,12,54.540317,1.279773
ACC049686,3,1,12:49,Unknown,30,Fine no high winds,Wet or damp,Daylight,2,1,2,2010,4,51.514309,-4.837681
ACC004818,3,5,18:13,Dual carriageway,30,Fine no high winds,Wet or damp,Daylight,2,1,2,2009,7,55.918803,-1.693511
ACC041694,3,4,21:09,Unknown,30,Fine no high winds,Dry,Daylight,2,1,1,2005,2,51.017726,-3.267989
ACC012008,3,6,12:31,Single carriageway,30,Fine no high winds,Dry,Daylight,2,2,2,2009,11,55.19697,-2.993238
ACC041328,2,6,12:02,Unknown,30,Fine no high winds,Dry,Daylight,4,2,1,2013,3,52.685507,-4.953917
ACC009507,2,2,12:16,Dual carriageway,20,Other,Dry,Daylight,2,1,1,2014,7,55.915327,-4.449745
ACC044799,3,3,08:17,Single carriageway,70,Fine no high winds,Dry,Daylight,1,1,2,2007,11,55.168764,-4.641559
ACC034063,3,5,11:12,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights unlit,1,2,2,2011,1,53.472333,1.692834
ACC027475,1,3,07:02,Slip road,40,Raining no high winds,Dry,Daylight,3,1,2,2009,11,53.762881,-3.265353
ACC031144,3,3,12:40,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2009,7,54.564386,-3.215513
ACC021236,3,5,13:44,Single carriageway,30,Fine no high winds,Dry,Daylight,4,1,1,2007,1,53.563568,-3.027486
ACC001391,3,4,18:50,Single carriageway,40,Fine no high winds,Dry,Daylight,3,2,2,2010,5,52.771583,-0.201711
ACC038250,3,4,11:33,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,2,1,2011,3,54.373615,1.747215
ACC037625,3,6,07:21,Dual carriageway,70,Fine no high winds,Mud,Darkness - no lighting,2,1,2,2007,12,51.265977,-0.56188
ACC042029,3,2,13:38,Single carriageway,60,Fine no high winds,Dry,Daylight,1,1,1,2008,7,54.843916,-1.137032
ACC020835,3,2,07:49,Single carriageway,70,Raining + high winds,Dry,Darkness - lights lit,3,2,2,2005,9,50.45065,-1.486746
ACC014758,3,5,17:11,Dual carriageway,30,Fine no high winds,Oil or diesel,Darkness - no lighting,3,1,2,2010,8,53.490785,1.680423
ACC026397,3,7,18:54,Dual carriageway,30,,Wet or damp,Darkness - lights lit,2,4,1,2006,10,55.652757,-1.990206
ACC006809,3,6,19:01,Single carriageway,50,Fine no high winds,Dry,Daylight,2,3,1,2014,10,54.158707,-1.690196
ACC009226,3,4,09:53,Single carriageway,30,,Dry,Darkness - lights unlit,3,1,1,2005,8,53.738728,-1.801254
ACC048395,3,1,05:44,Unknown,20,Other,Frost or ice,Darkness - lights lit,1,1,1,2007,3,50.819151,-4.347336
ACC005396,3,6,12:25,Single carriageway,30,Other,Dry,Daylight,2,4,2,2010,2,54.269161,-1.497242
ACC006944,2,3,18:50,Single carriageway,50,Fine no high winds,Dry,Darkness - lights unlit,2,1,1,2008,5,55.560778,-0.12176
ACC023871,3,3,09:14,Single carriageway,30,Snowing no high winds,Frost or ice,Darkness - no lighting,2,1,1,2011,6,54.099414,0.619799
ACC032493,3,1,16:20,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,1,2015,6,54.92217,-2.587409
ACC036346,3,4,15:12,Single carriageway,50,Fine no high winds,Wet or damp,Darkness - lights lit,2,3,1,2006,4,52.075276,1.668813
ACC010756,3,5,05:37,Single carriageway,60,Fine no high winds,Dry,Darkness - lights lit,2,3,2,2009,7,54.383544,-2.345196
ACC012302,3,3,20:02,Single carriageway,70,Fine + high winds,Dry,Darkness - lights lit,2,1,1,2008,6,50.434884,-3.573958
ACC048387,3,5,10:09,Unknown,40,Fine no high winds,Dry,Daylight,1,3,1,2009,4,50.39556,-1.696036
ACC042746,3,5,06:27,Single carriageway,60,Fog or mist,Dry,Darkness - lighting unknown,2,3,2,2005,2,52.642625,-1.94961
ACC029090,3,3,12:19,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,1,2015,12,51.041243,-2.231294
ACC044713,2,6,17:08,Slip road,30,Unknown,Dry,Daylight,1,2,2,2009,12,52.088072,0.378298
ACC014344,3,3,05:06,Single carriageway,30,Fine no high winds,Snow,Darkness - lights unlit,2,3,1,2015,12,54.535714,-4.316045
ACC038173,3,6,16:20,Single carriageway,30,Fine no high winds,Snow,Darkness - no lighting,3,1,2,2015,6,53.616456,1.055913
ACC005072,3,5,08:09,Single carriageway,60,Raining no high winds,Dry,Daylight,2,1,2,2009,9,55.98292,-0.324295
ACC024122,3,4,19:41,Single carriageway,30,Fine no high winds,Dry,Daylight,3,3,1,2007,7,52.456633,-1.482343
ACC048810,3,5,18:44,Roundabout,30,Fine no high winds,Dry,Daylight,2,1,1,2006,6,54.028401,-0.397384
ACC017821,3,3,14:39,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,2,1,2005,12,54.527649,-2.612538
ACC001123,3,5,19:32,Single carriageway,30,Fine + high winds,Wet or damp,Darkness - lights lit,1,1,2,2006,5,53.030356,-4.050273
ACC011265,3,1,16:58,Single carriageway,20,Raining no high winds,Dry,Darkness - no lighting,4,2,1,2011,1,54.649416,1.808612
ACC030580,3,4,15:12,Single carriageway,30,Fog or mist,Wet or damp,Daylight,2,2,1,2009,7,52.796957,-0.914065
ACC045465,3,4,10:43,Single carriageway,60,Raining no high winds,Dry,Daylight,2,1,1,2014,7,53.991483,-4.167578
ACC048217,3,4,17:18,Dual carriageway,60,Other,Snow,Darkness - no lighting,2,1,2,2015,5,53.455128,-1.98617
ACC043045,3,3,19:04,One way street,60,Fine no high winds,Dry,Daylight,2,3,1,2006,10,53.701556,-4.859005
ACC015657,3,1,08:01,Roundabout,30,Raining no high winds,Dry,Darkness - no lighting,1,2,1,2006,3,50.992765,-4.129764
ACC001901,3,7,07:47,,60,Raining no high winds,Wet or damp,Daylight,3,4,2,2013,8,55.866078,-3.67196
ACC000148,3,5,16:14,Dual carriageway,30,Fine no high winds,Dry,Daylight,1,1,1,2010,9,51.889422,-1.862424
ACC029643,3,3,15:57,Single carriageway,30,Raining no high winds,Dry,Daylight,3,1,2,2011,5,53.091579,-2.912772
ACC003212,3,7,17:52,One way street,40,Unknown,Wet or damp,Daylight,4,2,1,2005,12,51.090187,0.920972
ACC043851,3,2,15:46,Single carriageway,70,Fine no high winds,Wet or damp,Daylight,1,1,1,2015,10,52.777417,-1.862379
ACC002355,3,6,14:50,Single carriageway,20,Other,Wet or damp,Daylight,1,1,1,2013,4,51.676311,-4.101863
ACC031521,3,2,06:07,Single carriageway,30,Fine + high winds,Wet or damp,Daylight,2,1,1,2010,6,53.156294,-0.15222
ACC042584,3,6,14:13,Unknown,40,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,1,2007,7,54.469316,-2.58868
ACC043338,3,2,10:55,One way street,30,Fine no high winds,Dry,Darkness - lights lit,1,1,1,2011,12,50.573089,0.814164
ACC045285,3,6,13:03,Single carriageway,20,Fine no high winds,Dry,Daylight,2,1,1,2014,6,50.528745,-0.646394
ACC046957,3,1,17:23,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,3,1,1,2013,5,54.115236,-1.293171
ACC048791,3,7,16:40,Dual carriageway,30,Raining no high winds,Dry,Darkness - lights lit,3,1,2,2005,10,51.46157,-1.339335
ACC036586,2,2,00:02,Single carriageway,30,Snowing no high winds,Dry,Daylight,3,1,1,2014,11,52.116655,1.34943
ACC010466,3,5,12:56,Single carriageway,70,Fine no high winds,Wet or damp,Darkness - lights lit,3,1,1,2014,10,52.049151,-0.959373
ACC007822,3,3,05:24,One way street,20,Fine no high winds,Dry,Daylight,2,1,1,2012,10,53.743901,-3.635412
ACC007206,3,3,07:57,Single carriageway,30,Raining no high winds,Dry,Daylight,2,2,2,2007,11,55.689148,-2.022166
ACC006414,3,5,20:26,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2009,10,51.08832,0.008257
ACC034047,3,6,17:53,Single carriageway,30,Raining no high winds,Wet or damp,Daylight,4,1,2,2012,11,50.87614,0.859734
ACC012729,3,1,12:01,Single carriageway,30,Fine no high winds,Dry,Daylight,4,3,1,2009,2,51.842347,1.863174
ACC006926,2,1,17:11,Single carriageway,20,Fine no high winds,Wet or damp,Darkness - lights lit,3,3,1,2010,8,51.015422,-4.295545
ACC027996,3,3,15:04,Roundabout,30,Fine no high winds,Dry,Daylight,5,1,1,2009,11,51.553366,-0.332205
ACC037613,3,3,09:51,Roundabout,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,2,2011,11,54.893046,-0.521502
ACC039484,2,4,19:38,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2015,4,52.049734,-2.085165
ACC003017,3,1,18:27,Single carriageway,30,Raining + high winds,Dry,Daylight,2,2,1,2014,12,50.432918,-0.344309
ACC001641,3,2,04:45,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2009,6,54.760617,-1.457556
ACC008884,3,3,17:09,Single carriageway,60,Fine no high winds,Dry,Daylight,2,3,1,2005,3,54.48932,-4.458527
ACC037602,3,6,16:48,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2008,3,54.899271,-2.265464
ACC012970,3,2,06:44,Roundabout,30,,Dry,Darkness - lights lit,1,2,2,2015,9,55.303877,0.771404
ACC023464,3,1,12:16,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,2,1,2011,2,54.077775,-3.750596
ACC015758,3,7,18:02,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,1,2010,11,53.312048,-1.877727
ACC044077,3,4,16:02,Single carriageway,40,Other,Dry,Darkness - lights lit,3,1,1,2005,7,55.640271,-3.527541
ACC004087,2,3,19:25,One way street,30,Fine no high winds,,Daylight,5,1,1,2015,1,55.883035,-3.168708
ACC000509,3,3,06:27,Roundabout,40,Fine no high winds,Dry,Darkness - lights lit,2,1,1,2012,3,54.49475,-4.867885
ACC006355,3,6,04:48,One way street,30,Raining no high winds,Dry,Darkness - no lighting,1,2,1,2014,10,50.625751,1.400036
ACC029645,3,5,15:30,Dual carriageway,30,Fine no high winds,Wet or damp,Daylight,1,1,1,2014,1,55.283836,0.398314
ACC020816,3,4,10:48,Single carriageway,60,Fine no high winds,Dry,Daylight,2,1,2,2008,12,55.333927,-3.844276
ACC006235,3,3,18:06,Dual carriageway,50,Raining + high winds,Wet or damp,Daylight,2,1,1,2013,4,53.930671,0.9283
ACC031990,3,7,17:21,Single carriageway,30,Fine no high winds,Oil or diesel,Darkness - lights lit,2,1,2,2014,12,54.475815,1.826965
ACC012996,3,5,14:19,Single carriageway,30,Raining no high winds,Dry,Daylight,2,1,1,2012,3,51.773067,1.475847
ACC042502,2,5,12:26,Single carriageway,30,Raining no high winds,Dry,Darkness - lighting unknown,2,1,1,2010,2,53.701562,-3.562159
ACC038921,3,2,18:00,Single carriageway,60,Raining no high winds,Dry,Daylight,3,1,1,2012,2,55.655036,1.202727
ACC000263,2,3,18:29,Single carriageway,30,Fine no high winds,Dry,Daylight,2,2,1,2006,10,53.743212,-2.030703
ACC007892,3,7,11:53,Roundabout,40,Fine no high winds,Dry,Daylight,2,1,1,2008,9,50.151502,0.017211
ACC010528,2,5,07:33,Single carriageway,30,Fine + high winds,Frost or ice,Daylight,2,1,2,2005,4,52.469835,-3.361918
ACC018601,3,1,16:44,Single carriageway,30,Fine + high winds,Dry,Daylight,5,1,1,2012,4,53.455299,1.597736
ACC024115,3,6,17:46,One way street,30,Unknown,Wet or damp,Daylight,2,1,1,2015,11,55.808682,-1.232521
ACC033499,3,2,20:41,Dual carriageway,50,Raining no high winds,Dry,Daylight,2,3,2,2012,1,53.431166,-2.106842
ACC013472,3,6,17:31,Dual carriageway,30,Fine + high winds,Dry,Daylight,1,2,1,2015,8,50.751264,-0.29148
ACC031726,3,4,18:01,Single carriageway,60,Fine no high winds,Wet or damp,Darkness - no lighting,1,1,1,2007,9,55.979691,-3.667953
ACC023691,3,2,17:47,Single carriageway,30,Fine no high winds,Dry,Darkness - no lighting,2,2,1,2015,3,54.713447,-3.158449
ACC010558,3,2,19:14,Dual carriageway,30,Fine no high winds,Wet or damp,Daylight,1,2,1,2014,4,53.442,-0.783223
ACC006557,3,1,14:22,Single carriageway,60,Fine + high winds,Dry,Darkness - lights lit,1,4,2,2013,6,52.023069,-4.862352
ACC045578,2,3,17:53,Single carriageway,30,Fine no high winds,Dry,Daylight,2,3,1,2010,5,51.776867,0.303131
ACC041504,3,6,18:09,Single carriageway,20,Fine no high winds,,Darkness - lights unlit,2,1,1,2011,12,52.240683,0.043601
ACC027873,3,5,07:44,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - no lighting,2,2,1,2007,7,53.887608,-4.300703
ACC010811,3,3,21:38,Single carriageway,30,Other,Dry,Darkness - lights lit,3,4,2,2014,10,54.105917,-4.121752
ACC038215,3,5,19:09,Dual carriageway,30,Fine no high winds,,,1,4,1,2015,3,51.696764,-1.653283
ACC011731,3,6,07:20,Roundabout,60,Raining + high winds,Wet or damp,Daylight,1,1,1,2013,9,55.83033,-0.894896
ACC027439,3,2,10:38,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2005,7,50.186474,-4.507661
ACC021780,2,5,12:44,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,1,3,2,2007,9,54.376634,-1.430848
ACC034080,3,4,16:21,Single carriageway,30,Fine no high winds,Dry,Daylight,2,3,1,2013,5,53.140423,0.262243
ACC022916,3,1,07:03,Roundabout,30,Fine no high winds,Dry,Daylight,2,1,2,2011,4,54.946679,0.062232
ACC008086,3,4,08:21,Dual carriageway,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2012,9,53.557075,-3.090624
ACC043468,2,5,17:05,Dual carriageway,40,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,1,2007,10,51.973189,-0.995409
ACC014710,2,6,17:19,Single carriageway,30,Raining no high winds,Dry,Darkness - lights lit,2,1,2,2006,6,55.819294,-1.724543
ACC015467,3,4,07:01,Dual carriageway,40,Unknown,Wet or damp,Daylight,2,3,1,2014,1,53.809552,0.451682
ACC037173,3,1,09:15,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,1,1,1,2014,2,53.307068,0.528139
ACC028749,3,5,11:29,Roundabout,30,Fine no high winds,Dry,Daylight,3,1,1,2008,11,50.525826,-2.479194
ACC003105,3,7,07:16,Single carriageway,30,Snowing no high winds,Dry,Daylight,4,2,1,2014,10,53.938391,-1.376866
ACC000709,3,6,13:46,Single carriageway,30,Snowing no high winds,Dry,Daylight,1,1,1,2008,8,52.649524,1.022147
ACC038386,3,7,16:35,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,3,1,2,2015,2,51.691126,-1.82512
ACC023445,3,6,10:16,Dual carriageway,70,Fine no high winds,Wet or damp,Daylight,4,1,2,2011,11,51.498451,0.509795
ACC026511,2,2,12:51,Single carriageway,30,Raining + high winds,Wet or damp,Daylight,1,3,1,2013,4,53.982609,-3.997614
ACC008467,3,1,16:25,Single carriageway,40,Fine no high winds,Wet or damp,Darkness - lights lit,3,1,1,2015,9,53.990163,1.596869
ACC006231,3,4,19:44,Roundabout,50,Other,Wet or damp,Daylight,2,1,2,2009,11,53.051745,-3.054652
ACC046359,3,6,19:34,Dual carriageway,30,Raining no high winds,Wet or damp,Daylight,2,1,1,2011,7,54.151805,-1.852013
ACC039358,3,2,21:55,Roundabout,30,Fine + high winds,Dry,Daylight,2,2,2,2013,9,54.197567,-1.859266
ACC016387,2,4,14:13,Single carriageway,40,Fine no high winds,Dry,Daylight,2,2,1,2009,3,51.70645,-3.302493
ACC034166,3,5,13:19,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,2,2,2015,7,53.340181,1.111327
ACC004169,3,5,08:09,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,1,1,2,2010,2,51.166709,-3.775813
ACC005804,3,3,17:51,Single carriageway,20,Fine no high winds,Wet or damp,Daylight,2,1,1,2013,6,55.491456,1.718426
ACC012754,2,3,21:32,One way street,30,Snowing no high winds,Dry,Daylight,2,1,2,2014,4,50.624544,-1.953059
ACC002190,3,3,06:58,Single carriageway,60,Fine no high winds,Dry,Daylight,1,3,2,2007,6,53.568927,-1.287009
ACC012188,3,4,02:29,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,1,1,2010,6,53.097245,-1.223466
ACC031728,3,6,13:49,Roundabout,60,Fine no high winds,Dry,Daylight,2,2,2,2012,10,50.93544,-3.639255
ACC019246,3,2,19:06,Single carriageway,30,Fog or mist,Wet or damp,Daylight,2,1,1,2007,12,52.836417,1.987881
ACC037867,3,3,07:42,Roundabout,30,Fog or mist,Dry,Daylight,3,1,1,2007,2,54.095733,-3.92636
ACC043515,1,3,18:45,Roundabout,30,Fine no high winds,Dry,Daylight,2,2,1,2012,2,52.699837,-4.457994
ACC008719,3,7,04:01,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,1,2013,5,51.582686,-1.25674
ACC028825,3,5,19:58,Single carriageway,30,Raining + high winds,Dry,Daylight,3,1,2,2008,6,55.128726,0.120424
ACC024469,3,4,16:35,One way street,60,Fine no high winds,Frost or ice,Daylight,2,1,1,2006,8,55.208642,-3.948169
ACC048253,2,3,22:18,Single carriageway,40,Fine no high winds,Wet or damp,Daylight,1,2,2,2012,10,51.830348,-0.177399
ACC007202,2,5,18:11,Single carriageway,70,Raining no high winds,Dry,Daylight,1,1,1,2011,3,53.538979,-4.131196
ACC009283,3,6,17:40,Unknown,60,Fine no high winds,Dry,Daylight,1,2,1,2012,4,55.228718,-0.665798
ACC026821,3,1,10:53,Single carriageway,20,Other,Wet or damp,Daylight,1,1,1,2012,7,53.871697,-1.906584
ACC027374,3,3,23:14,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,2,2006,1,54.851756,-0.851674
ACC022493,3,7,10:27,Dual carriageway,30,Fine no high winds,Wet or damp,Daylight,1,1,2,2014,9,53.685073,-4.161704
ACC045638,3,2,17:22,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,1,2007,8,50.667624,-3.049448
ACC045880,2,4,13:11,Single carriageway,60,,Dry,Daylight,5,1,1,2014,11,51.041371,1.136361
ACC029340,3,3,13:46,Single carriageway,60,Fine no high winds,Dry,Daylight,2,3,1,2007,12,53.67471,-2.001464
ACC046548,3,3,03:38,Single carriageway,30,Raining no high winds,Wet or damp,Darkness - lighting unknown,2,3,1,2007,7,51.746995,-1.229531
ACC010804,3,2,13:14,Dual carriageway,30,Fine no high winds,Wet or damp,Darkness - lights unlit,2,1,1,2013,1,50.804171,-1.556975
ACC020965,3,4,19:12,Single carriageway,30,Fine no high winds,Oil or diesel,Daylight,2,1,2,2007,9,54.00141,-3.039544
ACC030033,3,3,17:09,Roundabout,30,,Dry,Darkness - lights unlit,2,1,1,2013,6,51.771722,-2.187237
ACC005223,3,2,21:29,Single carriageway,70,Fine no high winds,Oil or diesel,Daylight,4,2,1,2011,5,53.360415,1.730085
ACC000660,3,2,09:26,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,2,2005,10,51.967948,-2.787124
ACC033246,3,5,22:16,,30,Fine no high winds,Wet or damp,Daylight,1,1,1,2012,4,55.346444,-2.099787
ACC005866,3,6,15:55,Dual carriageway,60,Fine no high winds,Dry,Daylight,2,1,2,2011,7,54.243177,-4.692714
ACC048872,3,3,15:28,Dual carriageway,40,Fine no high winds,Dry,Daylight,2,1,1,2009,11,51.121714,-2.563218
ACC022986,3,6,13:37,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2009,3,51.02171,-2.979757
ACC028881,3,3,08:55,Single carriageway,70,Fine no high winds,Dry,Daylight,2,2,1,2007,10,52.581207,-3.586707
ACC047088,3,2,14:36,Single carriageway,30,Fine no high winds,Flood over 3cm deep,Daylight,1,1,1,2006,7,53.72611,0.46482
ACC026528,3,4,08:18,Dual carriageway,30,Raining no high winds,Wet or damp,Daylight,2,1,1,2008,8,55.800695,-1.565428
ACC009648,3,5,19:21,Single carriageway,30,Snowing no high winds,Wet or damp,Darkness - lights unlit,1,2,1,2010,2,53.695936,-1.677118
ACC049546,2,3,18:33,Single carriageway,30,Fine no high winds,Frost or ice,Darkness - lights lit,2,1,2,2010,1,54.578369,-4.333552
ACC032375,3,5,19:25,Roundabout,70,Fine no high winds,Wet or damp,Darkness - lighting unknown,2,1,2,2007,2,53.797639,-4.000074
ACC026159,3,5,17:52,Slip road,20,Fine no high winds,,Daylight,3,1,1,2012,2,54.674723,1.971189
ACC011712,2,2,19:42,Single carriageway,50,Fine no high winds,Dry,Daylight,3,1,1,2014,9,55.102709,0.403157
ACC027239,3,7,19:32,Single carriageway,50,Fine no high winds,Dry,Darkness - lights lit,2,1,2,2012,1,50.221461,0.861904
ACC018354,3,7,21:30,Single carriageway,30,Fine + high winds,Dry,Daylight,3,1,1,2012,1,54.563298,-0.155097
ACC049515,3,4,06:40,Slip road,30,Fine no high winds,Dry,Darkness - lights lit,1,1,1,2013,10,53.259084,1.923414
ACC021725,3,3,23:31,One way street,30,Fine no high winds,Dry,Daylight,2,1,2,2009,12,55.40437,-0.85698
ACC025925,3,7,22:37,Dual carriageway,70,Fine no high winds,Dry,Daylight,1,1,1,2011,1,55.263926,0.875772
